"vnum"	"name"	"locale_name"	"type"	"subtype"	"stack"	"weight"	"size"	"antiflag"	"flag"	"wearflag"	"immuneflag"	"gold"	"shop_buy_price"	"refined_vnum"	"refine_set"	"magic_pct"	"specular"	"socket_pct"	"addon_type"	"limittype0"	"limitvalue0"	"limittype1"	"limitvalue1"	"applytype0"	"applyvalue0"	"applytype1"	"applyvalue1"	"applytype2"	"applyvalue2"	"value0"	"value1"	"value2"	"value3"	"value4"	"value5"	"socket0"	"socket1"	"socket2"	"socket3"	"socket4"	"socket5"
"73510"	"ĽĽ·ĂµČ żĂąé(ÇĎ´Ă»ö)"	"Zawinięte (nieb.)"	"28"	"1"	"200"	"0"	"1"	"45"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3010"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73511"	"ĽĽ·ĂµČ żĂąé(°ËŔş»ö)"	"Zawinięte (czar.)"	"28"	"1"	"200"	"0"	"1"	"45"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3011"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73512"	"ĽĽ·ĂµČ żĂąé(°Ą»ö)"	"Zawinięte (brąz.)"	"28"	"1"	"200"	"0"	"1"	"45"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3012"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73601"	"73601"	"Spięte (jasne)"	"28"	"1"	"200"	"0"	"1"	"46"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3001"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73602"	"73602"	"Spięte (brąz.)"	"28"	"1"	"200"	"0"	"1"	"46"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3002"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73603"	"73603"	"Spięte (blond)"	"28"	"1"	"200"	"0"	"1"	"46"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3003"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73604"	"73604"	"Spięte (ziel.)"	"28"	"1"	"200"	"0"	"1"	"46"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3004"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73605"	"73605"	"Długie Włosy (białe)"	"28"	"1"	"200"	"0"	"1"	"46"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3005"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73606"	"73606"	"Długie Włosy (czerw.)"	"28"	"1"	"200"	"0"	"1"	"46"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3006"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73607"	"73607"	"Długie Włosy (czar.)"	"28"	"1"	"200"	"0"	"1"	"46"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3007"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73608"	"73608"	"Długie Włosy (fiol.)"	"28"	"1"	"200"	"0"	"1"	"46"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3008"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73609"	"73609"	"Długi Kucyk (biały)"	"28"	"1"	"200"	"0"	"1"	"46"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3009"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73610"	"73610"	"Długi Kucyk (nieb.)"	"28"	"1"	"200"	"0"	"1"	"46"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3010"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73611"	"73611"	"Długi Kucyk (czar.)"	"28"	"1"	"200"	"0"	"1"	"46"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3011"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73612"	"73612"	"Długi Kucyk (brąz.)"	"28"	"1"	"200"	"0"	"1"	"46"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3012"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73751"	"łŞşńşńłŕ(°Ą»ö)"	"Spinka Motyl (brąz.)"	"28"	"1"	"200"	"0"	"1"	"30"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4001"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73752"	"łŞşńşńłŕ(°ËŔş»ö)"	"Spinka Motyl (czar.)"	"28"	"1"	"200"	"0"	"1"	"30"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4002"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73753"	"łŞşńşńłŕ(ÇĎ´Ă»ö)"	"Spinka Motyl (nieb.)"	"28"	"1"	"200"	"0"	"1"	"30"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4003"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73754"	"łŞşńşńłŕ(Čň»ö)"	"Spinka Motyl (biała)"	"28"	"1"	"200"	"0"	"1"	"30"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4004"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73755"	"ĽĽąĚ·Ő´Üąß(°Ą»ö)"	"Półdługie Włosy (brąz.)"	"28"	"1"	"200"	"0"	"1"	"30"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4005"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73756"	"ĽĽąĚ·Ő´Üąß(°ËŔş»ö)"	"Długie Włosy (czar.)"	"28"	"1"	"200"	"0"	"1"	"30"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4006"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73757"	"ĽĽąĚ·Ő´Üąß(łë¶ő»ö)"	"Długie Włosy (blond)"	"28"	"1"	"200"	"0"	"1"	"30"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4007"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73758"	"ĽĽąĚ·Ő´Üąß(ş¸¶ó»ö)"	"Długie Włosy (fiol.)"	"28"	"1"	"200"	"0"	"1"	"30"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4008"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73759"	"ĽĽąĚ·Ő(ż¬°Ą»ö)"	"Dawna Fryzura (brąz.)"	"28"	"1"	"200"	"0"	"1"	"30"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4009"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73760"	"ĽĽąĚ·Ő(łë¶ő»ö)"	"Dawna Fryzura (jasna)"	"28"	"1"	"200"	"0"	"1"	"30"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4010"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73761"	"ĽĽąĚ·Ő(ş¸¶ó»ö)"	"Dawna Fryzura (fiol.)"	"28"	"1"	"200"	"0"	"1"	"30"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4011"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73762"	"ĽĽąĚ·Ő(°Ą»ö)"	"Dawna Fryzura (czerw.)"	"28"	"1"	"200"	"0"	"1"	"30"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4012"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73801"	"73801"	"Modnie Ścięte (brąz.)"	"28"	"1"	"200"	"0"	"1"	"29"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4001"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73802"	"73802"	"Modnie Ścięte (czar.)"	"28"	"1"	"200"	"0"	"1"	"29"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4002"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73803"	"73803"	"Modnie Ścięte (nieb.)"	"28"	"1"	"200"	"0"	"1"	"29"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4003"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73804"	"73804"	"Modnie Ścięte (jasne)"	"28"	"1"	"200"	"0"	"1"	"29"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4004"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73805"	"73805"	"Długie Włosy (brązowe)"	"28"	"1"	"200"	"0"	"1"	"29"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4005"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73806"	"73806"	"Długie Włosy (czarne)"	"28"	"1"	"200"	"0"	"1"	"29"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4006"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73807"	"73807"	"Długie Włosy (blond)"	"28"	"1"	"200"	"0"	"1"	"29"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4007"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73808"	"73808"	"Długie Włosy (fiol.)"	"28"	"1"	"200"	"0"	"1"	"29"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4008"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73809"	"73809"	"Dawna Fryzura (brąz.)"	"28"	"1"	"200"	"0"	"1"	"29"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4009"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73810"	"73810"	"Dawna Fryzura (jasna)"	"28"	"1"	"200"	"0"	"1"	"29"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4010"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73811"	"73811"	"Dawna Fryzura (fiol.)"	"28"	"1"	"200"	"0"	"1"	"29"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4011"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"73812"	"73812"	"Dawna Fryzura (czerw.)"	"28"	"1"	"200"	"0"	"1"	"29"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4012"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"74001"	"żěĽöżˇ Âů ĽôÄĆ(şÓŔş»ö)"	"Dumna fryzura (czerw.)"	"28"	"1"	"200"	"0"	"1"	"57"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8"	"2592000"	"0"	"0"	"54"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1001"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"74002"	"żěĽöżˇ Âů ĽôÄĆ(ż¬°Ą»ö)"	"Dumna fryzura (jasna)"	"28"	"1"	"200"	"0"	"1"	"57"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8"	"2592000"	"0"	"0"	"55"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1002"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"74003"	"żěĽöżˇ Âů ĽôÄĆ(ÇĎ´Ă»ö)"	"Dumna Fryzura (nieb.)"	"28"	"1"	"200"	"0"	"1"	"57"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8"	"2592000"	"0"	"0"	"56"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1003"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"74004"	"żěĽöżˇ Âů ĽôÄĆ(°Ą»ö)"	"Dumna Fryzura (brąz.)"	"28"	"1"	"200"	"0"	"1"	"57"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8"	"2592000"	"0"	"0"	"57"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1004"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"74005"	"´ĎĆ®ąęµĺ(şÓŔş»ö)"	"Chusta (czerw.)"	"28"	"1"	"200"	"0"	"1"	"57"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8"	"2592000"	"0"	"0"	"54"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1005"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"74006"	"´ĎĆ®ąęµĺ(ĂĽĹ©ą«´Ě)"	"Chusta (kratk.)"	"28"	"1"	"200"	"0"	"1"	"57"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8"	"2592000"	"0"	"0"	"55"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1006"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"74007"	"´ĎĆ®ąęµĺ(ĆÄ¶ő»ö)"	"Chusta (nieb.)"	"28"	"1"	"200"	"0"	"1"	"57"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8"	"2592000"	"0"	"0"	"56"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1007"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"74008"	"´ĎĆ®ąęµĺ(ĂĘ·Ďą®ľç)"	"Chusta (ziel.)"	"28"	"1"	"200"	"0"	"1"	"57"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8"	"2592000"	"0"	"0"	"57"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1008"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"74009"	"Ŕĺąß ą­Ŕ˝¸Ó¸®(°ËŔş»ö)"	"Długie Włosy (czarne)"	"28"	"1"	"200"	"0"	"1"	"57"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8"	"2592000"	"0"	"0"	"54"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1009"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"74010"	"Ŕĺąß ą­Ŕ˝¸Ó¸®(şÓŔş»ö)"	"Długie Włosy (czerw.)"	"28"	"1"	"200"	"0"	"1"	"57"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8"	"2592000"	"0"	"0"	"55"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1010"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"74011"	"Ŕĺąß ą­Ŕ˝¸Ó¸®(ż¬°Ą»ö)"	"Długie Włosy (brązowe)"	"28"	"1"	"200"	"0"	"1"	"57"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8"	"2592000"	"0"	"0"	"56"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1011"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"74012"	"Ŕĺąß ą­Ŕ˝¸Ó¸®(ż¬·Ď»ö)"	"Długie Włosy (ziel.)"	"28"	"1"	"200"	"0"	"1"	"57"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8"	"2592000"	"0"	"0"	"57"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1012"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"74013"	"ľĆÇÁ·Î Çěľî"	"Afro Wojownika"	"28"	"1"	"200"	"0"	"1"	"57"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8"	"604800"	"0"	"0"	"119"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1013"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"74014"	"ľĆÇÁ·Î Çěľî"	"Afro Wojownika"	"28"	"1"	"200"	"0"	"1"	"57"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8"	"604800"	"0"	"0"	"120"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1013"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"74015"	"Ŕü¸ł"	"Hełm Wojownika"	"28"	"1"	"200"	"0"	"1"	"57"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8"	"604800"	"0"	"0"	"119"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1014"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"74016"	"Ŕü¸ł"	"Hełm Wojownika"	"28"	"1"	"200"	"0"	"1"	"57"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8"	"604800"	"0"	"0"	"120"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1014"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"74017"	"şÓŔş żřĹë¸đŔÚ"	"Fez Wojownika"	"28"	"1"	"200"	"0"	"1"	"57"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8"	"604800"	"0"	"0"	"53"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1015"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"74018"	"·Î·»˝şÇł µÎ°Ç"	"Kefija Wojownika"	"28"	"1"	"200"	"0"	"1"	"57"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8"	"604800"	"0"	"0"	"53"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1016"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"74019"	"ĹÍąř"	"Turban Wojownika"	"28"	"1"	"200"	"0"	"1"	"57"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8"	"604800"	"0"	"0"	"53"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1017"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"74020"	"ÇŇ·ÎŔ© ČŁąÚ¸Ó¸®"	"Maska Dyni Wojownik (m)"	"28"	"1"	"200"	"0"	"1"	"57"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8"	"604800"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1018"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"74251"	"łôŔş Ć÷´ĎĹ×ŔĎ(°Ą»ö)"	"Kucyk (brąz.)"	"28"	"1"	"200"	"0"	"1"	"54"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8"	"2592000"	"0"	"0"	"54"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2001"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"74252"	"łôŔş Ć÷´ĎĹ×ŔĎ(ĂĘ·Ď»ö)"	"Kucyk (ziel.)"	"28"	"1"	"200"	"0"	"1"	"54"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8"	"2592000"	"0"	"0"	"55"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2002"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"74253"	"łôŔş Ć÷´ĎĹ×ŔĎ(Ă»»ö)"	"Kucyk (niebieski)"	"28"	"1"	"200"	"0"	"1"	"54"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8"	"2592000"	"0"	"0"	"56"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2003"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"74254"	"łôŔş Ć÷´ĎĹ×ŔĎ(ľĆŔĚş¸¸®)"	"Kucyk (kremowy)"	"28"	"1"	"200"	"0"	"1"	"54"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8"	"2592000"	"0"	"0"	"57"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2004"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"74255"	"ąĚµđľö ĽôÄĆ(şÓŔş»ö)"	"Krótkie włosy (czerw.)"	"28"	"1"	"200"	"0"	"1"	"54"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8"	"2592000"	"0"	"0"	"54"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2005"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"74256"	"ąĚµđľö ĽôÄĆ(°Ą»ö)"	"Krótkie włosy (brąz.)"	"28"	"1"	"200"	"0"	"1"	"54"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8"	"2592000"	"0"	"0"	"55"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2006"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"74257"	"ąĚµđľö ĽôÄĆ(ż¬°Ą»ö)"	"Krótkie włosy (jasne)"	"28"	"1"	"200"	"0"	"1"	"54"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8"	"2592000"	"0"	"0"	"56"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2007"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
"74258"	"ąĚµđľö ĽôÄĆ(ş¸¶ó»ö)"	"Krótkie włosy (purp.)"	"28"	"1"	"200"	"0"	"1"	"54"	"8192"	"0"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"8"	"2592000"	"0"	"0"	"57"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2008"	"0"	"0"	"-1"	"-1"	"-1"	"-1"	"-1"	"-1"
